Trajectories
100
		JuanDR:RASI			JuanDR:SACR			JuanDR:LASI			JuanDR:RHEE			JuanDR:RTOE			JuanDR:RANK			JuanDR:RMED			JuanDR:LHEE			JuanDR:LTOE			JuanDR:LANK			JuanDR:LMED			
Frame	Sub Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
		mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
432	0	-1828.793945	252.607697	842.908020	-2035.084717	368.269562	831.570984	-1844.397583	507.551361	834.905640	-1688.301392	296.415375	10.873410	-1532.127930	255.196548	61.326633	-1653.403198	250.459824	44.861122	-1623.274536	321.774231	84.833763	-2209.870850	439.194214	40.144436	-2033.723389	451.576874	26.890556	-2141.693604	471.688812	53.556679	-2128.192627	384.904694	64.513489
433	0	-1817.258911	251.727127	842.111145	-2023.637085	367.165222	830.606018	-1833.000366	506.638062	833.541260	-1686.352783	298.227173	9.436402	-1528.225098	257.784546	55.227139	-1649.917725	252.194168	41.006451	-1618.360474	323.701996	80.707733	-2209.079834	439.324402	43.688850	-2033.316650	451.763519	26.822252	-2140.336914	471.832367	55.277847	-2126.836182	385.239044	66.489265
434	0	-1805.731201	250.769104	841.643799	-2012.142212	366.085114	829.874756	-1821.469604	505.647949	832.352417	-1685.084229	299.251892	10.348230	-1525.416870	261.544769	47.073380	-1647.381226	253.521652	39.394531	-1613.458862	325.784241	77.051308	-2208.046631	439.646820	47.638229	-2032.803589	451.925995	26.753302	-2138.651611	472.100708	57.177685	-2125.233154	385.718842	68.744507
435	0	-1794.239746	249.725494	841.513000	-2000.623901	365.035522	829.393494	-1809.824951	504.575317	831.365601	-1682.189575	299.470581	13.632176	-1519.877563	264.646179	38.479870	-1642.270264	254.263458	40.959583	-1607.885010	327.838196	74.326813	-2206.651611	440.327026	52.164169	-2032.262573	452.240875	26.709200	-2138.351807	473.194794	61.023094	-2123.388428	386.311432	71.404861
436	0	-1782.812500	248.589081	841.715454	-1989.107422	364.020813	829.174988	-1798.091064	503.415466	830.605774	-1678.365845	299.714355	17.287613	-1511.108521	264.989075	33.289940	-1635.199829	254.809982	42.550854	-1602.393677	329.845123	72.391075	-2204.801025	441.157684	57.461014	-2031.481079	452.564301	26.664032	-2139.953369	475.152039	67.315971	-2121.188232	386.935638	74.543251
437	0	-1771.475464	247.354584	842.237122	-1977.618652	363.042847	829.226501	-1786.296509	502.165192	830.094849	-1675.626465	300.296143	19.478262	-1505.587402	264.722717	31.727736	-1630.896240	255.668320	42.959328	-1598.354370	331.738739	71.013893	-2202.450195	441.696594	63.506493	-2030.432983	452.824799	26.585178	-2139.772217	476.580658	72.704460	-2118.418945	387.514587	78.137840
438	0	-1760.252075	246.019058	843.053833	-1966.184082	362.101227	829.550415	-1774.473389	500.823608	829.851074	-1674.517700	300.317413	20.332193	-1504.818604	267.105438	30.505745	-1629.515625	256.352234	43.390415	-1596.300293	333.231842	70.128418	-2199.510742	441.866547	70.238388	-2029.261353	453.039124	26.496748	-2136.965088	477.069000	76.853516	-2114.925049	388.026398	82.157906
439	0	-1749.163574	244.582443	844.132324	-1954.829956	361.193329	830.143372	-1762.656982	499.392487	829.887939	-1674.128296	299.571014	20.708775	-1504.412598	270.508179	29.343838	-1628.304932	256.326019	43.570488	-1595.671753	334.027679	69.684578	-2195.783447	441.870422	77.700867	-2027.874756	453.160278	26.430090	-2130.873535	476.142487	79.637764	-2110.655518	388.453430	86.615440
440	0	-1738.228149	243.047470	845.432129	-1943.581665	360.315125	830.996521	-1750.883545	497.876556	830.213013	-1673.868896	298.696442	20.976316	-1503.575806	271.345703	28.839674	-1627.197144	255.803192	43.400066	-1595.584473	334.095398	69.532555	-2191.129883	441.643768	85.881882	-2026.214355	453.159637	26.345692	-2124.374756	475.239166	83.007370	-2105.554932	388.760620	91.536278
441	0	-1727.462036	241.420013	846.907898	-1932.464233	359.461975	832.095398	-1739.191040	496.283478	830.828369	-1673.788818	298.110046	21.072426	-1503.520874	270.257843	28.130836	-1626.978027	255.232391	43.074223	-1595.546021	333.697357	69.511017	-2185.425293	440.977386	94.699532	-2024.342773	453.064667	26.209248	-2121.524658	476.147888	90.423241	-2099.478271	388.914825	96.907616
