Trajectories
100
		JuanDR:RASI			JuanDR:SACR			JuanDR:LASI			JuanDR:RHEE			JuanDR:RTOE			JuanDR:RANK			JuanDR:RMED			JuanDR:LHEE			JuanDR:LTOE			JuanDR:LANK			JuanDR:LMED			
Frame	Sub Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
		mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
68	0	-120.518150	-126.640709	866.251831	-317.091888	11.641435	862.360291	-118.338966	131.902695	866.927795	-276.683807	-110.722885	21.736893	-106.119728	-147.389969	27.572842	-232.762131	-151.862885	48.583694	-192.988342	-71.660675	66.027687	-299.170349	89.061966	20.447844	-128.063309	139.789337	29.741390	-250.922974	133.893906	50.122375	-214.880875	52.830677	56.573528
69	0	-120.529427	-126.634224	866.252441	-317.103119	11.643490	862.357971	-118.351723	131.905685	866.930054	-276.684418	-110.723900	21.736568	-106.119774	-147.389801	27.572969	-232.762360	-151.863205	48.583843	-192.988663	-71.661781	66.027039	-299.171265	89.062088	20.447578	-128.063812	139.789017	29.741564	-250.925568	133.894073	50.122303	-214.882385	52.830967	56.573936
70	0	-120.541092	-126.627731	866.252930	-317.114685	11.645521	862.355652	-118.364769	131.908630	866.932373	-276.684967	-110.724915	21.736217	-106.119827	-147.389633	27.573105	-232.762619	-151.863480	48.583981	-192.989014	-71.662865	66.026405	-299.172180	89.062202	20.447260	-128.064331	139.788666	29.741753	-250.928192	133.894241	50.122223	-214.883957	52.831268	56.574345
71	0	-120.553169	-126.621231	866.253479	-317.126526	11.647526	862.353210	-118.378113	131.911514	866.934631	-276.685577	-110.725922	21.735846	-106.119896	-147.389481	27.573246	-232.762878	-151.863785	48.584099	-192.989380	-71.663963	66.025787	-299.173157	89.062325	20.446888	-128.064865	139.788361	29.741959	-250.930908	133.894409	50.122158	-214.885529	52.831585	56.574745
72	0	-120.565636	-126.614723	866.254028	-317.138702	11.649507	862.350769	-118.391747	131.914383	866.937012	-276.686127	-110.726952	21.735443	-106.119965	-147.389359	27.573399	-232.763153	-151.864075	48.584213	-192.989761	-71.665031	66.025177	-299.174072	89.062462	20.446463	-128.065430	139.788025	29.742182	-250.933670	133.894608	50.122093	-214.887177	52.831905	56.575153
73	0	-120.578522	-126.608192	866.254578	-317.151123	11.651461	862.348267	-118.405678	131.917191	866.939331	-276.686768	-110.727974	21.735014	-106.120071	-147.389206	27.573557	-232.763443	-151.864365	48.584312	-192.990189	-71.666107	66.024582	-299.174957	89.062599	20.445980	-128.065994	139.787735	29.742420	-250.936478	133.894836	50.122032	-214.888824	52.832241	56.575550
74	0	-120.591797	-126.601669	866.255005	-317.163910	11.653392	862.345703	-118.419907	131.919968	866.941650	-276.687317	-110.728996	21.734564	-106.120178	-147.389053	27.573727	-232.763733	-151.864685	48.584393	-192.990631	-71.667175	66.023994	-299.175903	89.062759	20.445450	-128.066559	139.787430	29.742676	-250.939362	133.895050	50.121979	-214.890503	52.832588	56.575951
75	0	-120.605469	-126.595123	866.255432	-317.177002	11.655295	862.343140	-118.434425	131.922684	866.943970	-276.687958	-110.730019	21.734085	-106.120293	-147.388931	27.573906	-232.764069	-151.864960	48.584465	-192.991074	-71.668221	66.023422	-299.176819	89.062912	20.444860	-128.067154	139.787155	29.742947	-250.942291	133.895309	50.121929	-214.892227	52.832943	56.576344
76	0	-120.619545	-126.588585	866.255859	-317.190369	11.657175	862.340515	-118.449234	131.925354	866.946289	-276.688538	-110.731049	21.733580	-106.120438	-147.388809	27.574091	-232.764374	-151.865265	48.584526	-192.991577	-71.669273	66.022873	-299.177704	89.063095	20.444220	-128.067749	139.786865	29.743235	-250.945297	133.895569	50.121883	-214.893982	52.833305	56.576740
77	0	-120.634018	-126.582024	866.256348	-317.204071	11.659028	862.337830	-118.464333	131.927979	866.948547	-276.689178	-110.732094	21.733051	-106.120590	-147.388702	27.574282	-232.764740	-151.865555	48.584568	-192.992081	-71.670319	66.022339	-299.178589	89.063263	20.443527	-128.068344	139.786606	29.743542	-250.948334	133.895844	50.121845	-214.895752	52.833675	56.577126
78	0	-120.648888	-126.575470	866.256714	-317.218048	11.660855	862.335144	-118.479744	131.930573	866.950867	-276.689789	-110.733131	21.732494	-106.120758	-147.388580	27.574486	-232.765091	-151.865860	48.584599	-192.992615	-71.671349	66.021805	-299.179535	89.063461	20.442778	-128.068954	139.786331	29.743862	-250.951462	133.896149	50.121811	-214.897552	52.834064	56.577518
79	0	-120.664154	-126.568901	866.257080	-317.232330	11.662657	862.332397	-118.495438	131.933121	866.953186	-276.690430	-110.734169	21.731911	-106.120926	-147.388458	27.574696	-232.765472	-151.866135	48.584621	-192.993179	-71.672379	66.021286	-299.180420	89.063652	20.441978	-128.069595	139.786087	29.744198	-250.954620	133.896439	50.121780	-214.899399	52.834454	56.577908
80	0	-120.679832	-126.562309	866.257385	-317.246948	11.664433	862.329529	-118.511414	131.935623	866.955444	-276.691040	-110.735222	21.731304	-106.121124	-147.388351	27.574913	-232.765854	-151.866455	48.584629	-192.993759	-71.673393	66.020798	-299.181274	89.063850	20.441124	-128.070236	139.785843	29.744555	-250.957870	133.896774	50.121750	-214.901291	52.834862	56.578289
81	0	-120.695900	-126.555725	866.257751	-317.261810	11.666183	862.326660	-118.527702	131.938080	866.957703	-276.691711	-110.736267	21.730671	-106.121323	-147.388245	27.575140	-232.766235	-151.866730	48.584621	-192.994339	-71.674416	66.020302	-299.182159	89.064072	20.440218	-128.070923	139.785599	29.744925	-250.961151	133.897095	50.121731	-214.903198	52.835274	56.578671
82	0	-120.712364	-126.549126	866.257996	-317.277008	11.667907	862.323792	-118.544273	131.940506	866.960022	-276.692322	-110.737320	21.730009	-106.121544	-147.388153	27.575375	-232.766663	-151.867035	48.584599	-192.994980	-71.675423	66.019836	-299.183044	89.064293	20.439257	-128.071594	139.785385	29.745310	-250.964523	133.897461	50.121716	-214.905136	52.835701	56.579048
83	0	-120.729233	-126.542542	866.258240	-317.292511	11.669604	862.320923	-118.561142	131.942886	866.962341	-276.692993	-110.738365	21.729326	-106.121788	-147.388077	27.575619	-232.767090	-151.867325	48.584568	-192.995621	-71.676414	66.019363	-299.183868	89.064514	20.438238	-128.072281	139.785156	29.745714	-250.967957	133.897827	50.121708	-214.907104	52.836136	56.579430
84	0	-120.746483	-126.535919	866.258484	-317.308350	11.671276	862.317932	-118.578308	131.945190	866.964661	-276.693604	-110.739426	21.728615	-106.122040	-147.387985	27.575871	-232.767517	-151.867630	48.584526	-192.996307	-71.677399	66.018913	-299.184784	89.064758	20.437172	-128.072968	139.784958	29.746136	-250.971405	133.898209	50.121704	-214.909103	52.836582	56.579803
85	0	-120.764153	-126.529289	866.258667	-317.324463	11.672920	862.314941	-118.595757	131.947495	866.966919	-276.694305	-110.740486	21.727879	-106.122299	-147.387909	27.576134	-232.767990	-151.867905	48.584469	-192.997009	-71.678383	66.018494	-299.185638	89.065002	20.436052	-128.073685	139.784775	29.746572	-250.974930	133.898621	50.121704	-214.911148	52.837036	56.580173
86	0	-120.782204	-126.522659	866.258972	-317.340820	11.674541	862.311829	-118.613503	131.949722	866.969238	-276.694946	-110.741539	21.727118	-106.122566	-147.387817	27.576403	-232.768463	-151.868225	48.584393	-192.997726	-71.679359	66.018059	-299.186432	89.065262	20.434877	-128.074387	139.784576	29.747025	-250.978531	133.899017	50.121704	-214.913223	52.837498	56.580547
87	0	-120.800652	-126.516029	866.259155	-317.357574	11.676132	862.308716	-118.631538	131.951920	866.971497	-276.695648	-110.742615	21.726328	-106.122856	-147.387741	27.576679	-232.768936	-151.868500	48.584312	-192.998474	-71.680328	66.017654	-299.187317	89.065514	20.433647	-128.075119	139.784393	29.747494	-250.982162	133.899445	50.121716	-214.915298	52.837971	56.580917
88	0	-120.819504	-126.509384	866.259277	-317.374573	11.677697	862.305603	-118.649879	131.954071	866.973755	-276.696289	-110.743683	21.725515	-106.123161	-147.387680	27.576963	-232.769424	-151.868790	48.584217	-192.999222	-71.681290	66.017265	-299.188171	89.065788	20.432365	-128.075867	139.784210	29.747980	-250.985886	133.899902	50.121731	-214.917450	52.838455	56.581280
89	0	-120.838745	-126.502739	866.259399	-317.391907	11.679236	862.302429	-118.668503	131.956192	866.976074	-276.696991	-110.744759	21.724674	-106.123474	-147.387619	27.577257	-232.769943	-151.869110	48.584103	-193.000015	-71.682251	66.016884	-299.188965	89.066071	20.431030	-128.076645	139.784073	29.748480	-250.989639	133.900360	50.121750	-214.919617	52.838955	56.581646
90	0	-120.858376	-126.496078	866.259521	-317.409546	11.680748	862.299194	-118.687424	131.958252	866.978271	-276.697662	-110.745834	21.723808	-106.123810	-147.387558	27.577559	-232.770477	-151.869385	48.583984	-193.000839	-71.683197	66.016510	-299.189819	89.066360	20.429646	-128.077408	139.783920	29.749001	-250.993454	133.900833	50.121777	-214.921783	52.839462	56.582008
91	0	-120.878403	-126.489418	866.259583	-317.427460	11.682235	862.295898	-118.706635	131.960266	866.980530	-276.698364	-110.746902	21.722918	-106.124153	-147.387512	27.577869	-232.771011	-151.869690	48.583851	-193.001678	-71.684135	66.016151	-299.190643	89.066666	20.428204	-128.078186	139.783752	29.749535	-250.997360	133.901321	50.121807	-214.924026	52.839977	56.582367
92	0	-120.898842	-126.482727	866.259644	-317.445679	11.683692	862.292603	-118.726143	131.962234	866.982788	-276.699036	-110.747993	21.722004	-106.124519	-147.387482	27.578188	-232.771561	-151.869980	48.583702	-193.002533	-71.685066	66.015816	-299.191437	89.066971	20.426710	-128.078979	139.783630	29.750084	-251.001297	133.901840	50.121841	-214.926270	52.840496	56.582722
93	0	-120.919662	-126.476051	866.259705	-317.464172	11.685122	862.289307	-118.745934	131.964172	866.985107	-276.699738	-110.749077	21.721062	-106.124893	-147.387436	27.578514	-232.772125	-151.870285	48.583542	-193.003433	-71.685997	66.015488	-299.192261	89.067284	20.425163	-128.079788	139.783508	29.750654	-251.005295	133.902359	50.121876	-214.928574	52.841038	56.583080
94	0	-120.940880	-126.469345	866.259705	-317.483002	11.686528	862.285828	-118.766022	131.966064	866.987366	-276.700470	-110.750168	21.720095	-106.125275	-147.387390	27.578848	-232.772705	-151.870560	48.583366	-193.004318	-71.686913	66.015167	-299.193054	89.067604	20.423561	-128.080627	139.783401	29.751238	-251.009369	133.902893	50.121925	-214.930893	52.841583	56.583435
95	0	-120.962486	-126.462654	866.259705	-317.502136	11.687903	862.282471	-118.786400	131.967911	866.989624	-276.701141	-110.751251	21.719101	-106.125671	-147.387360	27.579189	-232.773285	-151.870865	48.583179	-193.005264	-71.687836	66.014870	-299.193848	89.067932	20.421909	-128.081436	139.783295	29.751839	-251.013489	133.903442	50.121971	-214.933228	52.842136	56.583786
96	0	-120.984489	-126.455948	866.259705	-317.521606	11.689253	862.278931	-118.807083	131.969742	866.991882	-276.701904	-110.752342	21.718082	-106.126083	-147.387329	27.579542	-232.773880	-151.871155	48.582977	-193.006195	-71.688736	66.014580	-299.194672	89.068268	20.420202	-128.082291	139.783173	29.752453	-251.017654	133.904007	50.122025	-214.935623	52.842701	56.584133
97	0	-121.006874	-126.449226	866.259644	-317.541290	11.690577	862.275452	-118.828041	131.971497	866.994141	-276.702576	-110.753448	21.717037	-106.126518	-147.387314	27.579901	-232.774506	-151.871460	48.582767	-193.007202	-71.689636	66.014305	-299.195435	89.068611	20.418446	-128.083160	139.783081	29.753088	-251.021927	133.904587	50.122086	-214.938034	52.843281	56.584480
98	0	-121.029671	-126.442505	866.259583	-317.561371	11.691870	862.271851	-118.849297	131.973206	866.996277	-276.703339	-110.754539	21.715971	-106.126953	-147.387299	27.580269	-232.775146	-151.871735	48.582542	-193.008179	-71.690521	66.014053	-299.196228	89.068970	20.416632	-128.084015	139.783005	29.753736	-251.026215	133.905182	50.122150	-214.940475	52.843861	56.584827
99	0	-121.052849	-126.435768	866.259460	-317.581696	11.693138	862.268188	-118.870857	131.974884	866.998535	-276.704041	-110.755646	21.714874	-106.127411	-147.387283	27.580645	-232.775787	-151.872055	48.582306	-193.009216	-71.691406	66.013802	-299.197021	89.069336	20.414768	-128.084915	139.782928	29.754404	-251.030563	133.905807	50.122215	-214.942947	52.844456	56.585171
100	0	-121.076416	-126.429039	866.259338	-317.602295	11.694377	862.264587	-118.892700	131.976532	867.000793	-276.704773	-110.756744	21.713755	-106.127884	-147.387268	27.581026	-232.776443	-151.872330	48.582050	-193.010254	-71.692291	66.013557	-299.197784	89.069717	20.412851	-128.085800	139.782883	29.755083	-251.034973	133.906433	50.122292	-214.945450	52.845066	56.585510
101	0	-121.100380	-126.422287	866.259216	-317.623260	11.695589	862.260864	-118.914825	131.978104	867.003052	-276.705566	-110.757866	21.712606	-106.128365	-147.387268	27.581419	-232.777145	-151.872620	48.581791	-193.011322	-71.693161	66.013336	-299.198578	89.070091	20.410881	-128.086700	139.782837	29.755785	-251.039444	133.907074	50.122368	-214.947998	52.845680	56.585850
102	0	-121.124733	-126.415535	866.259033	-317.644470	11.696774	862.257202	-118.937256	131.979645	867.005310	-276.706268	-110.758972	21.711437	-106.128853	-147.387268	27.581818	-232.777832	-151.872925	48.581516	-193.012436	-71.694016	66.013130	-299.199310	89.070480	20.408855	-128.087646	139.782791	29.756498	-251.044006	133.907730	50.122456	-214.950562	52.846310	56.586185
103	0	-121.149475	-126.408783	866.258850	-317.666016	11.697929	862.253418	-118.959961	131.981171	867.007507	-276.707062	-110.760094	21.710241	-106.129372	-147.387283	27.582226	-232.778534	-151.873215	48.581226	-193.013550	-71.694870	66.012932	-299.200073	89.070869	20.406780	-128.088562	139.782761	29.757229	-251.048599	133.908401	50.122540	-214.953171	52.846943	56.586517
104	0	-121.174606	-126.402023	866.258545	-317.687836	11.699058	862.249573	-118.982979	131.982620	867.009705	-276.707794	-110.761208	21.709017	-106.129883	-147.387283	27.582645	-232.779251	-151.873520	48.580925	-193.014679	-71.695724	66.012756	-299.200836	89.071289	20.404652	-128.089523	139.782730	29.757977	-251.053238	133.909088	50.122639	-214.955795	52.847591	56.586849
105	0	-121.200127	-126.395241	866.258301	-317.709991	11.700157	862.245667	-119.006279	131.984039	867.011902	-276.708588	-110.762337	21.707771	-106.130432	-147.387299	27.583069	-232.779984	-151.873795	48.580608	-193.015839	-71.696564	66.012573	-299.201569	89.071701	20.402472	-128.090469	139.782715	29.758739	-251.057953	133.909790	50.122734	-214.958466	52.848244	56.587181
106	0	-121.226044	-126.388458	866.258057	-317.732422	11.701230	862.241821	-119.029861	131.985428	867.014038	-276.709351	-110.763451	21.706497	-106.130981	-147.387329	27.583500	-232.780716	-151.874115	48.580284	-193.017029	-71.697395	66.012428	-299.202332	89.072113	20.400238	-128.091446	139.782700	29.759521	-251.062714	133.910522	50.122837	-214.961136	52.848907	56.587513
107	0	-121.252342	-126.381668	866.257874	-317.755157	11.702273	862.237854	-119.053741	131.986755	867.016235	-276.710083	-110.764587	21.705198	-106.131546	-147.387344	27.583942	-232.781464	-151.874390	48.579945	-193.018250	-71.698235	66.012276	-299.203033	89.072548	20.397949	-128.092422	139.782715	29.760317	-251.067551	133.911270	50.122948	-214.963882	52.849583	56.587837
108	0	-121.279037	-126.374870	866.257568	-317.778168	11.703288	862.233887	-119.077911	131.988052	867.018433	-276.710907	-110.765709	21.703875	-106.132118	-147.387375	27.584391	-232.782242	-151.874695	48.579597	-193.019485	-71.699043	66.012154	-299.203796	89.072990	20.395613	-128.093414	139.782715	29.761127	-251.072433	133.912018	50.123062	-214.966629	52.850273	56.588161
109	0	-121.306114	-126.368057	866.257202	-317.801544	11.704276	862.229797	-119.102371	131.989304	867.020691	-276.711670	-110.766853	21.702528	-106.132706	-147.387421	27.584846	-232.783035	-151.874969	48.579231	-193.020737	-71.699867	66.012032	-299.204498	89.073425	20.393221	-128.094437	139.782745	29.761959	-251.077377	133.912766	50.123173	-214.969406	52.850967	56.588486
110	0	-121.333580	-126.361252	866.256897	-317.825134	11.705235	862.225830	-119.127121	131.990509	867.022888	-276.712463	-110.767990	21.701151	-106.133316	-147.387451	27.585310	-232.783829	-151.875290	48.578850	-193.022018	-71.700668	66.011925	-299.205231	89.073891	20.390776	-128.095444	139.782761	29.762802	-251.082397	133.913544	50.123299	-214.972244	52.851677	56.588806
111	0	-121.361435	-126.354439	866.256531	-317.849060	11.706167	862.221741	-119.152176	131.991653	867.025024	-276.713287	-110.769127	21.699753	-106.133942	-147.387497	27.585785	-232.784622	-151.875565	48.578465	-193.023315	-71.701477	66.011841	-299.205963	89.074341	20.388279	-128.096481	139.782806	29.763662	-251.087463	133.914337	50.123428	-214.975082	52.852390	56.589127
112	0	-121.389671	-126.347603	866.256042	-317.873291	11.707069	862.217529	-119.177505	131.992767	867.027222	-276.714050	-110.770271	21.698328	-106.134575	-147.387543	27.586266	-232.785461	-151.875870	48.578056	-193.024628	-71.702263	66.011757	-299.206635	89.074821	20.385729	-128.097519	139.782852	29.764540	-251.092560	133.915161	50.123562	-214.977966	52.853119	56.589443
113	0	-121.418297	-126.340775	866.255615	-317.897858	11.707944	862.213379	-119.203117	131.993866	867.029297	-276.714874	-110.771416	21.696877	-106.135216	-147.387589	27.586754	-232.786301	-151.876160	48.577648	-193.025970	-71.703056	66.011688	-299.207367	89.075287	20.383131	-128.098572	139.782898	29.765436	-251.097733	133.915970	50.123699	-214.980865	52.853851	56.589756
114	0	-121.447311	-126.333939	866.255249	-317.922638	11.708789	862.209167	-119.229034	131.994888	867.031494	-276.715668	-110.772575	21.695404	-106.135872	-147.387650	27.587254	-232.787140	-151.876450	48.577221	-193.027344	-71.703835	66.011642	-299.208038	89.075783	20.380474	-128.099655	139.782959	29.766346	-251.102982	133.916809	50.123840	-214.983826	52.854599	56.590069
115	0	-121.476700	-126.327095	866.254822	-317.947815	11.709605	862.204834	-119.255234	131.995880	867.033630	-276.716492	-110.773727	21.693903	-106.136551	-147.387711	27.587759	-232.788025	-151.876755	48.576775	-193.028763	-71.704613	66.011604	-299.208771	89.076271	20.377769	-128.100723	139.783035	29.767271	-251.108261	133.917679	50.123985	-214.986801	52.855354	56.590378
116	0	-121.506493	-126.320229	866.254333	-317.973206	11.710394	862.200562	-119.281731	131.996826	867.035828	-276.717346	-110.774872	21.692377	-106.137245	-147.387787	27.588270	-232.788910	-151.877029	48.576324	-193.030182	-71.705376	66.011581	-299.209442	89.076782	20.375011	-128.101807	139.783112	29.768213	-251.113617	133.918518	50.124138	-214.989792	52.856121	56.590687
117	0	-121.536659	-126.313370	866.253784	-317.998901	11.711153	862.196228	-119.308510	131.997742	867.037964	-276.718140	-110.776039	21.690825	-106.137947	-147.387878	27.588793	-232.789780	-151.877350	48.575859	-193.031616	-71.706131	66.011574	-299.210144	89.077286	20.372202	-128.102936	139.783203	29.769173	-251.119049	133.919403	50.124294	-214.992844	52.856892	56.590992
118	0	-121.567207	-126.306503	866.253235	-318.024933	11.711885	862.191772	-119.335571	131.998611	867.040100	-276.718964	-110.777206	21.689249	-106.138657	-147.387955	27.589323	-232.790710	-151.877625	48.575378	-193.033066	-71.706894	66.011574	-299.210785	89.077805	20.369339	-128.104050	139.783325	29.770147	-251.124496	133.920319	50.124454	-214.995911	52.857677	56.591297
119	0	-121.598137	-126.299637	866.252747	-318.051239	11.712588	862.187378	-119.362930	131.999451	867.042236	-276.719849	-110.778366	21.687647	-106.139381	-147.388046	27.589857	-232.791611	-151.877930	48.574890	-193.034576	-71.707634	66.011589	-299.211487	89.078339	20.366425	-128.105164	139.783432	29.771137	-251.130051	133.921219	50.124622	-214.999008	52.858475	56.591599
120	0	-121.629463	-126.292747	866.252136	-318.077850	11.713261	862.182861	-119.390579	132.000229	867.044250	-276.720642	-110.779541	21.686024	-106.140129	-147.388123	27.590403	-232.792557	-151.878220	48.574387	-193.036072	-71.708374	66.011604	-299.212128	89.078865	20.363459	-128.106308	139.783539	29.772146	-251.135620	133.922165	50.124798	-215.002136	52.859283	56.591904
121	0	-121.661171	-126.285866	866.251587	-318.104736	11.713906	862.178345	-119.418510	132.000961	867.046387	-276.721497	-110.780708	21.684370	-106.140884	-147.388199	27.590956	-232.793503	-151.878525	48.573875	-193.037613	-71.709114	66.011642	-299.212799	89.079407	20.360439	-128.107468	139.783676	29.773169	-251.141251	133.923096	50.124973	-215.005295	52.860100	56.592201
122	0	-121.693253	-126.278969	866.250854	-318.131989	11.714521	862.173767	-119.446732	132.001663	867.048523	-276.722382	-110.781876	21.682695	-106.141647	-147.388306	27.591518	-232.794479	-151.878799	48.573349	-193.039169	-71.709831	66.011696	-299.213501	89.079964	20.357368	-128.108643	139.783813	29.774208	-251.146973	133.924057	50.125153	-215.008484	52.860928	56.592499
123	0	-121.725723	-126.272064	866.250305	-318.159454	11.715110	862.169128	-119.475235	132.002319	867.050659	-276.723206	-110.783066	21.680994	-106.142433	-147.388412	27.592089	-232.795441	-151.879105	48.572803	-193.040741	-71.710556	66.011765	-299.214111	89.080521	20.354246	-128.109833	139.783966	29.775263	-251.152725	133.925018	50.125340	-215.011703	52.861763	56.592796
124	0	-121.758575	-126.265152	866.249634	-318.187225	11.715669	862.164551	-119.504036	132.002930	867.052734	-276.724060	-110.784248	21.679268	-106.143227	-147.388535	27.592667	-232.796432	-151.879395	48.572254	-193.042358	-71.711273	66.011848	-299.214783	89.081085	20.351072	-128.111023	139.784134	29.776335	-251.158539	133.926025	50.125526	-215.014954	52.862602	56.593090
125	0	-121.791801	-126.258240	866.248962	-318.215332	11.716197	862.159912	-119.533119	132.003494	867.054749	-276.724976	-110.785431	21.677515	-106.144043	-147.388641	27.593250	-232.797424	-151.879700	48.571686	-193.043976	-71.711983	66.011932	-299.215393	89.081657	20.347847	-128.112213	139.784271	29.777422	-251.164413	133.927002	50.125721	-215.018250	52.863464	56.593376
126	0	-121.825409	-126.251328	866.248169	-318.243744	11.716700	862.155151	-119.562500	132.004044	867.056824	-276.725800	-110.786613	21.675737	-106.144867	-147.388763	27.593843	-232.798462	-151.879974	48.571114	-193.045624	-71.712677	66.012039	-299.216064	89.082245	20.344568	-128.113419	139.784454	29.778526	-251.170334	133.928024	50.125923	-215.021545	52.864323	56.593666
127	0	-121.859406	-126.244392	866.247498	-318.272369	11.717171	862.150391	-119.592155	132.004532	867.058899	-276.726685	-110.787811	21.673937	-106.145699	-147.388870	27.594446	-232.799484	-151.880295	48.570522	-193.047302	-71.713364	66.012169	-299.216675	89.082840	20.341240	-128.114655	139.784653	29.779646	-251.176361	133.929062	50.126129	-215.024902	52.865204	56.593956
128	0	-121.893776	-126.237465	866.246765	-318.301392	11.717614	862.145569	-119.622093	132.004974	867.060974	-276.727600	-110.789001	21.672110	-106.146553	-147.388992	27.595055	-232.800522	-151.880585	48.569916	-193.048981	-71.714050	66.012291	-299.217316	89.083435	20.337858	-128.115891	139.784836	29.780785	-251.182373	133.930099	50.126335	-215.028275	52.866085	56.594242
129	0	-121.928543	-126.230522	866.245911	-318.330658	11.718027	862.140686	-119.652328	132.005371	867.062988	-276.728485	-110.790199	21.670258	-106.147415	-147.389145	27.595671	-232.801590	-151.880859	48.569302	-193.050705	-71.714745	66.012444	-299.217926	89.084038	20.334425	-128.117142	139.785034	29.781937	-251.188492	133.931152	50.126553	-215.031662	52.866985	56.594528
130	0	-121.963669	-126.223564	866.245178	-318.360199	11.718412	862.135803	-119.682854	132.005737	867.065063	-276.729370	-110.791397	21.668383	-106.148285	-147.389282	27.596294	-232.802658	-151.881165	48.568676	-193.052460	-71.715416	66.012589	-299.218567	89.084656	20.330940	-128.118408	139.785263	29.783104	-251.194656	133.932251	50.126770	-215.035110	52.867889	56.594807
131	0	-121.999191	-126.216606	866.244385	-318.390076	11.718770	862.130859	-119.713654	132.006058	867.067017	-276.730255	-110.792603	21.666481	-106.149185	-147.389404	27.596928	-232.803726	-151.881454	48.568035	-193.054214	-71.716080	66.012772	-299.219147	89.085274	20.327400	-128.119690	139.785461	29.784290	-251.200882	133.933319	50.126991	-215.038589	52.868801	56.595085
132	0	-122.035080	-126.209663	866.243469	-318.420197	11.719096	862.125916	-119.744759	132.006348	867.069092	-276.731201	-110.793808	21.664555	-106.150093	-147.389557	27.597569	-232.804840	-151.881760	48.567383	-193.056000	-71.716743	66.012947	-299.219757	89.085907	20.323812	-128.120972	139.785690	29.785490	-251.207138	133.934433	50.127220	-215.042084	52.869724	56.595367
133	0	-122.071350	-126.202690	866.242676	-318.450653	11.719396	862.120911	-119.776138	132.006592	867.071106	-276.732086	-110.795021	21.662601	-106.151009	-147.389709	27.598219	-232.805954	-151.882034	48.566723	-193.057800	-71.717392	66.013153	-299.220367	89.086540	20.320171	-128.122269	139.785950	29.786705	-251.213486	133.935562	50.127449	-215.045609	52.870663	56.595646
134	0	-122.107994	-126.195717	866.241760	-318.481384	11.719666	862.115845	-119.807793	132.006775	867.073120	-276.733002	-110.796227	21.660625	-106.151939	-147.389877	27.598875	-232.807083	-151.882339	48.566048	-193.059631	-71.718040	66.013351	-299.220947	89.087189	20.316483	-128.123581	139.786179	29.787939	-251.219864	133.936691	50.127693	-215.049164	52.871609	56.595917
135	0	-122.145027	-126.188728	866.240845	-318.512451	11.719906	862.110779	-119.839752	132.006927	867.075012	-276.733948	-110.797440	21.658623	-106.152885	-147.390045	27.599539	-232.808197	-151.882629	48.565353	-193.061508	-71.718681	66.013573	-299.221558	89.087837	20.312738	-128.124908	139.786453	29.789186	-251.226334	133.937836	50.127930	-215.052750	52.872562	56.596191
136	0	-122.182426	-126.181740	866.239929	-318.543732	11.720118	862.105652	-119.871979	132.007065	867.077026	-276.734863	-110.798668	21.656599	-106.153847	-147.390198	27.600212	-232.809372	-151.882935	48.564655	-193.063385	-71.719315	66.013809	-299.222107	89.088501	20.308943	-128.126266	139.786713	29.790451	-251.232834	133.938995	50.128181	-215.056381	52.873528	56.596462
137	0	-122.220207	-126.174751	866.239014	-318.575348	11.720301	862.100464	-119.904510	132.007141	867.079041	-276.735779	-110.799889	21.654549	-106.154816	-147.390366	27.600891	-232.810532	-151.883209	48.563938	-193.065292	-71.719940	66.014069	-299.222748	89.089172	20.305098	-128.127609	139.786972	29.791735	-251.239426	133.940170	50.128429	-215.060028	52.874496	56.596733
138	0	-122.258369	-126.167747	866.237976	-318.607269	11.720453	862.095276	-119.937317	132.007172	867.080994	-276.736725	-110.801117	21.652473	-106.155800	-147.390549	27.601582	-232.811707	-151.883530	48.563217	-193.067215	-71.720566	66.014328	-299.223267	89.089844	20.301201	-128.128983	139.787277	29.793032	-251.246033	133.941360	50.128689	-215.063705	52.875481	56.596996
139	0	-122.296913	-126.160744	866.237000	-318.639496	11.720579	862.090027	-119.970413	132.007156	867.082947	-276.737671	-110.802345	21.650370	-106.156799	-147.390717	27.602278	-232.812912	-151.883804	48.562473	-193.069138	-71.721176	66.014595	-299.223877	89.090523	20.297249	-128.130341	139.787552	29.794342	-251.252716	133.942581	50.128948	-215.067413	52.876476	56.597263
140	0	-122.335823	-126.153725	866.236023	-318.671967	11.720675	862.084778	-120.003784	132.007111	867.084839	-276.738617	-110.803574	21.648247	-106.157806	-147.390900	27.602982	-232.814117	-151.884109	48.561729	-193.071106	-71.721786	66.014877	-299.224426	89.091217	20.293251	-128.131729	139.787872	29.795673	-251.259445	133.943802	50.129211	-215.071152	52.877483	56.597527
